省庁名,部局名,会計名,分類種類名,口座名,所在地,口座別合計価格　（円）,土地合計数量　（u）,土地合計価格　（円）,建物合計数量（建）　（u）,建物合計数量（延）　（u）,建物合計価格　（円）,立木竹価格　（円）,工作物価格　（円）,船舶数量,船舶価格　（円）,航空機数量,航空機価格　（円）,地上権等数量,地上権等価格　（円）,特許権等数量,特許権等価格　（円）,政府出資等価格　（円）,不動産の信託の受益権価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),旧特殊法人労働福祉事業団松戸職員宿舎,千葉県松戸市胡録台字小野１５５−２,69047011,690.47,69047000,104.04,416.16,1,0,10,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),旧労災リハビリテーション北海道作業所,北海道美唄市東明四条２丁目１７２４番３,49646599,16119.00,49646520,3888.03,3888.03,67,0,12,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),旧労災リハビリテーションセンター広島作業所,広島県呉市郷原町２３５８番４,143764567,19333.58,143764500,3700.12,4017.99,55,1,11,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),旧労災リハビリテーション千葉作業所,千葉県長生郡白子町幸治字塩濱添３２０１番１３外,141520579,14294.99,141520401,4347.58,5615.59,138,1,39,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),旧東京安全衛生教育センター・国際安全衛生センター,東京都清瀬市梅園１−６１７−５,390437543,2988.66,390020130,0,0,0,417413,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),独立行政法人労働安全衛生総合研究所（出資による権利）,東京都千代田区霞ヶ関１−２−２,9729252499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9729252499,0,-,-,-,-
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),独立行政法人労働政策研究・研修機構（出資による権利）,東京都千代田区霞ヶ関１−２−２,1741610842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741610842,0,-,-,-,-
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),独立行政法人労働者健康福祉機構（出資による権利）,東京都千代田区霞ヶ関１−２−２,141965299406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141965299406,0,-,-,-,-
厚生労働省,労働基準局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),独立行政法人福祉医療機構（出資による権利）,東京都千代田区霞ヶ関１−２−２,4424731817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424731817,0,-,-,-,-
厚生労働省,職業安定局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),厚生労働省職業安定局,東京都千代田区霞ケ関１−２−２,401383040643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401383040643,0,-,-,-,-
厚生労働省,職業安定局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧雇用・能力開発機構本部職員宿舎（柏）,千葉県柏市旭町６丁目９２１番,257510477,4047.99,242879400,705.22,1946.29,10398902,0,4232175,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,100
厚生労働省,職業安定局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構釧路能力開発促進センター,北海道釧路市大楽毛南４丁目５番３、４丁目５番４,99001734,20000.17,99000841,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
厚生労働省,職業安定局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構岩手センター,岩手県花巻市天下田６９番７,95913248,9724.46,95066320,810.37,745.76,780162,0,66766,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,200
厚生労働省,職業安定局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構いわき職業能力開発促進センター,福島県いわき市内郷綴町字舟場１番１２６,70798418,4461.14,68701556,754.69,749.18,2066936,0,29926,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
厚生労働省,職業安定局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構城南地域職業訓練センター,京都府宇治市伊勢田町新中ノ荒２１−８,18997843,0,0,445.09,1136.82,18987637,0,10206,0,0,0,0,0,0,0,0,0,0,-,-,-,-
厚生労働省,職業能力開発局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),宮城障害者職業能力開発校,宮城県仙台市青葉区台原５丁目１５−１,20821,0,0,0,0,0,0,20821,0,0,0,0,0,0,0,0,0,0,-,-,-,-
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),北海道労働局庁舎,北海道札幌市南区南３６条西１０丁目２５０番３１５,7012950,200.37,7012950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),函館監督署深堀宿舎,北海道函館市深堀町１８５番３４,7020750,189.75,7020750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種低層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),小樽労働基準監督署幸町宿舎,北海道小樽市幸４丁目２０番７,2700001,300,2700000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),岩見沢監督署春日宿舎,北海道岩見沢市春日町４丁目１４４番２,2333870,212.17,2333870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),滝川監督署北滝の川宿舎（１〜３号）,北海道滝川市滝の川町西４丁目９７５番４４,3496876,651.43,3496876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),函館労働基準監督署江差緑が丘宿舎,北海道檜山郡江差町字緑丘３８番２,1766476,144.32,1766476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),滝川監督署北滝の川宿舎（４〜６号）,北海道滝川市滝の川町西４丁目９７５番４１,3141192,585.17,3141192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),岩見沢公共職業安定所美唄出張所,北海道美唄市東７条北１丁目１７７６番３０,6883156,1577.62,6883156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,150
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),名寄職安西１０条宿舎,北海道名寄市西１０条北２丁目１２番１７,2173147,361.95,2173147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),岩見沢職安美唄宿舎,北海道美唄市東６条南２丁目１４５１番４０３,4230432,1076.72,4230432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),滝川職安滝の川第１宿舎,北海道滝川市滝の川町東３丁目１１４０番６,15716386,826.43,3933806,163.71,469.29,11604166,0,178414,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),函館職安深堀町宿舎,北海道函館市深堀町２０１番５,21671387,670.92,21671386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),滝川職安深川あけぼの町宿舎,北海道深川市あけぼの町２０９５番５１,1316832,378.4,1316832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),滝川職安滝の川第２宿舎,北海道滝川市滝の川町東３丁目１１４０番５２,3118716,620.64,3118716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),千歳職安夕張鹿の谷宿舎,北海道夕張市鹿の谷山手町６１番,885392,672.28,885392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),紋別職安大山町宿舎（雇用勘定）,北海道紋別市大山町１丁目２９番３１,1748760,312,1748760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),滝川職安滝の川第３宿舎,北海道滝川市滝の川町東２丁目１１２０番１４７,3655634,727.2,3655634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),留萌職安沖見町宿舎,北海道留萌市沖見町６丁目１７番９,2777250,470.88,2777250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,100
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧雇用・能力開発機構北海道能開大寄宿舎,北海道小樽市銭函３丁目１８３番１,104177220,17362.87,104177220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
厚生労働省,北海道労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧雇用・能力開発機構北海道能開大職員宿舎５〜１０号,北海道小樽市銭函３丁目１８３番２,32310600,5385.10,32310600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
厚生労働省,青森労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),是川団地宿舎,青森県八戸市是川５−１３−１０,5734699,338.63,5734699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),西滝宿舎,青森県青森市篠田三丁目１３１番３７,2866200,143.31,2866200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),松島宿舎,青森県五所川原市松島町５−７−２,6269440,391.84,6269440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),白銀台宿舎,青森県八戸市白銀台１−３−５,7582777,319.03,7481253,0,0,0,0,101524,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),緑町宿舎,青森県黒石市緑町２−１３０,3497520,291.46,3497520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,第二種低層住居専用地域,60,200
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),八戸公共職業安定所三戸出張所,青森県三戸郡三戸町大字梅内字城下３８番７,28415635,920.73,9829713,287.51,444.51,17876620,58725,650577,0,0,0,0,0,0,0,0,0,0,非線引,近隣商業地域,80,200
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),五所川原公共職業安定所鰺ヶ沢出張所,青森県西津軽郡鰺ケ沢町本町２３３−２,23298170,2055.60,23298170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,準工業地域,60,200
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構東北能開大付属青森短大職員宿舎（十川１〜５号）,青森県五所川原市大字漆川字鍋懸１００番４,5541181,912.88,5541181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構東北能開大付属青森短大職員宿舎松島（１〜３号）,青森県五所川原市松島町６丁目２番２,6836639,553.35,6836639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,50,80
厚生労働省,青森労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),旧独立行政法人雇用・能力開発機構東北能開大付属青森短大職員宿舎松島（４〜９号）,青森県五所川原市松島町７丁目１０９番２、７丁目１０９番６,14150700,1048.20,14150700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,50,80
厚生労働省,岩手労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),岩手労働局左京長根宿舎,岩手県盛岡市緑が丘２−１０５−２１、２−１０５−２４,14841747,351.08,14745360,51.46,51.46,62236,0,34151,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
厚生労働省,岩手労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),岩手労働局左京長根課長宿舎,岩手県盛岡市緑が丘２−１０５−２４,105449,0,0,52.88,52.88,62236,0,43213,0,0,0,0,0,0,0,0,0,0,-,-,-,-
厚生労働省,岩手労働局,労働保険特別会計（労災勘定）,普通財産(各省各庁所管),宮古監督署係長宿舎,岩手県宮古市山口２−１３４−３、１３５−２,3223180,159.88,3223180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
厚生労働省,岩手労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),岩手労働局北井崎宿舎,岩手県盛岡市加賀野４−５３−５,7741860,184.33,7741860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
厚生労働省,岩手労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),釜石公共職業安定所遠野出張所桜馬場宿舎,岩手県遠野市下組町６４９−９,3624069,323.78,3624069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,80
厚生労働省,岩手労働局,労働保険特別会計（雇用勘定）,普通財産(各省各庁所管),釜石公共職業安定所甲子宿舎,岩手県釜石市甲子町第１５地割１４番２,11118695,785.36,10689534,48.6,48.6,1,0,429160,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
